Name,Team,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
"Jason Martin 마틴","Dinos (KBO)","—",503,0.113320079,0.212723658,0.53271028,0.28275862,0.359840954,0.455172413,0.815013367,0.172413793,4.7771954258315565,0.330218068,1.3242926793172956,74.09094521285692,14.85448589803377,0.3747577876625899,125.07659314863308,"Jason Martin","16429",
"Luis Liberato 리베라토","Eagles (KBO)","—",546,0.084249084,0.172161172,0.489361702,0.31300813,0.366300366,0.524390243,0.890690609,0.211382113,4.280212638463427,0.347150259,-0.1603353712707758,92.9250010425465,26.49351041263508,0.39724787731310385,139.8809512799132,"Luis Liberato","17307",
"Sam Hilliard 힐리어드","Wiz (KBO)","—",273,0.098901098,0.289377289,0.341772151,0.276859504,0.344322344,0.508264462,0.852586806,0.231404958,6.774910372036371,0.35064935,0.021150849759578705,42.087098320375624,7.592881028901282,0.37907313711040624,122.01204035082704,"Sam Hilliard","17954",
"Austin Dean 오스틴","- - -","—",1960,0.103061224,0.131632653,0.782945736,0.319322825,0.388265306,0.572679509,0.960944815,0.253356684,4.4291823893013635,0.319595083,-2.6792496035341173,373.0529468236171,127.38994214214908,0.4221552361916833,152.10192562129808,"Austin Dean","18288",
"Daz Cameron 카메론","Bears (KBO)","—",263,0.098859315,0.171102661,0.577777777,0.296137339,0.372623574,0.497854077,0.870477651,0.201716738,6.6885662497600435,0.333333333,1.3012346625328064,43.70241715345946,10.47172430489626,0.39374617818643837,131.51220575694086,"Daz Cameron","18353",
"Lewin Díaz 디아즈","- - -","—",1017,0.09439528,0.166175024,0.568047337,0.301446051,0.368731563,0.580645161,0.949376724,0.27919911,1.7531794545798356,0.300295857,-0.5687758580315858,187.09288500706617,60.49398318390313,0.41435477783381347,148.53785479425187,"Lewin Diaz","18365",
"ByungHo Park 박병호","- - -","—",2095,0.098806682,0.275417661,0.358752166,0.249586776,0.337947494,0.469972451,0.807919945,0.220385675,2.3706708682054876,0.296875,-0.32209752895869315,299.5189697877949,42.99841508134061,0.36597850214766725,117.50033792994384,"ByungHo Park","18497",
"Hyun Soo Kim 김현수","- - -","—",3168,0.109217171,0.105744949,1.03283582,0.290415913,0.369984202,0.424593128,0.79457733,0.134177215,2.823224105328573,0.306148055,-1.5411408469080925,455.6910809127618,65.60064652543554,0.366384383247207,117.28923523982957,"Hyun Soo Kim","18718",
"Guillermo Heredia 에레디아","- - -","—",1797,0.063995548,0.143016138,0.447470817,0.330882352,0.383073496,0.487745098,0.870818594,0.156862746,2.5864739926009515,0.362546816,-5.126017141155899,300.6294582114158,74.81080151354652,0.3933238792045234,133.11408700135013,"Guillermo Heredia","18721",
"Dae-Ho Lee 이대호","- - -","—",1056,0.072916666,0.100378787,0.726415094,0.311458333,0.362689393,0.478125,0.840814393,0.166666667,0.45348587749999997,0.311893203,-0.5215474753640592,162.139747255435,36.13261870383261,0.38066191991246223,129.0916657752224,"Dae-Ho Lee","18722",
"José Miguel Fernández 페르난데스","- - -","—",1167,0.085689802,0.068551842,1.25,0.3120229,0.372750642,0.421755725,0.794506367,0.109732825,1.2444302287510103,0.319415448,-1.4623856832040474,168.8795891987751,28.979685603327574,0.36929124481079917,120.49030692345511,"Jose Miguel Fernandez","19254",
"Jose Rojas 로하스","Bears (KBO)","—",464,0.118534482,0.146551724,0.808823529,0.253101736,0.344827586,0.473945409,0.818772995,0.220843673,2.710087565801997,0.260188087,-0.7509997354354709,68.59603706668804,13.952464259376022,0.37545873644032,125.53358710378653,"Jose Rojas","19331",
"Jae-Gyun Hwang 황재균","- - -","—",2509,0.08489438,0.173375846,0.489655172,0.275221238,0.339607529,0.390265486,0.729873015,0.115044248,3.8559175862368034,0.321787709,-3.20545671263244,304.6935313062895,-3.652027262545797,0.33856343389659005,99.43908262818779,"Jae-Gyun Hwang","19369",
"Zach Reks 렉스","- - -","—",485,0.111340206,0.202061855,0.551020408,0.289786223,0.375257731,0.42280285,0.798060581,0.133016627,3.5469787367976804,0.349206349,-0.19562991452403367,70.47845282399196,13.664783932204429,0.369895098610876,124.21146059874211,"Zach Reks","19667",
"Ronnie Dawson 도슨","- - -","—",690,0.082608695,0.137681159,0.6,0.332242225,0.398550724,0.48772504,0.886275764,0.155482815,4.832383743324504,0.371316306,-0.1746978098526597,121.624301702141,32.90318571066779,0.4027508046316064,137.21416304973025,"Ronnie Dawson","19710",
"Shin-Soo Choo 추신수","- - -","—",1843,0.149755832,0.200759631,0.745945945,0.262458471,0.387710712,0.423255813,0.810966525,0.160797342,4.873508037854444,0.310847766,1.2357747735222802,283.6700461182848,59.03305645027314,0.38037970146714045,126.65383307812176,"Shin-Soo Choo","3174",
