Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
2023,"Hyeon-woo Kang 강현우","Wiz (KBO)",22,53,103,111,20,13,6,0,1,11,11,6,0,17,1,0,1,3,0,1,0.194174757,"Hyeon-woo Kang","sa3014272",
2023,"Gweon-su An 안권수","Giants (KBO)",30,95,268,309,72,63,6,1,2,42,29,30,1,40,1,3,7,4,15,7,0.268656716,"Gweon-su An","sa3014276",
2023,"Ji-chan Kim 김지찬","Lions (KBO)",22,99,291,355,85,78,4,2,1,59,18,48,0,36,9,0,7,1,13,1,0.292096219,"Ji-chan Kim","sa3014279",
2024,"Ji-chan Kim 김지찬","Lions (KBO)",23,135,453,535,143,121,16,3,3,102,36,60,2,40,9,1,12,5,42,4,0.315673289,"Ji-chan Kim","sa3014279",
2025,"Ji-chan Kim 김지찬","Lions (KBO)",24,90,317,373,89,78,9,2,0,59,23,38,0,44,5,3,10,7,22,3,0.280757097,"Ji-chan Kim","sa3014279",
2026,"Ji-chan Kim 김지찬","Lions (KBO)",25,83,266,321,83,75,6,2,0,64,26,42,1,22,3,2,8,2,15,3,0.312030075,"Ji-chan Kim","sa3014279",
2023,"Ji-hoon Choi 최지훈","Landers (KBO)",25,117,462,503,124,95,19,8,2,65,30,29,0,50,3,1,8,3,21,2,0.268398268,"Ji-hoon Choi","sa3014282",
2024,"Ji-hoon Choi 최지훈","Landers (KBO)",26,125,483,543,133,93,22,7,11,89,49,50,0,71,2,2,6,5,32,5,0.275362318,"Ji-hoon Choi","sa3014282",
2025,"Ji-hoon Choi 최지훈","Landers (KBO)",27,140,517,574,147,120,16,4,7,66,45,43,2,87,5,5,4,2,28,7,0.284332688,"Ji-hoon Choi","sa3014282",
2026,"Ji-hoon Choi 최지훈","Landers (KBO)",28,84,315,346,76,45,15,6,10,45,38,22,0,48,3,4,2,5,11,0,0.241269841,"Ji-hoon Choi","sa3014282",
2024,"Jeong-won Choi 최정원","Dinos (KBO)",24,65,131,155,37,31,5,0,1,33,14,17,0,34,4,2,1,1,7,3,0.282442748,"Jeong-won Choi","sa3014290",
2025,"Jeong-won Choi 최정원","Dinos (KBO)",25,91,120,155,33,30,3,0,0,40,11,18,0,22,12,1,4,0,30,6,0.275,"Jeong-won Choi","sa3014290",
2026,"Jeong-won Choi 최정원","Dinos (KBO)",26,67,116,136,31,28,3,0,0,25,6,9,0,25,5,0,6,1,22,5,0.267241379,"Jeong-won Choi","sa3014290",
2023,"Kyu-sung Kim 김규성","Tigers (KBO)",26,99,158,177,37,28,6,1,2,29,10,13,0,43,1,0,5,2,6,2,0.234177215,"Kyu-sung Kim","sa3014306",
2025,"Kyu-sung Kim 김규성","Tigers (KBO)",28,133,193,222,45,38,4,0,3,30,16,21,0,49,2,1,5,1,5,2,0.233160621,"Kyu-sung Kim","sa3014306",
2026,"Kyu-sung Kim 김규성","Tigers (KBO)",29,78,142,163,34,26,6,2,0,19,24,14,0,33,0,3,4,2,4,0,0.239436619,"Kyu-sung Kim","sa3014306",
2024,"Sang-kwon Byeon 변상권","Heroes (KBO)",27,77,219,232,55,46,3,1,5,16,21,11,0,51,1,1,0,4,0,0,0.251141552,"Sang-kwon Byeon","sa3014307",
2025,"Suk-hyun Han 한석현","Dinos (KBO)",31,61,113,138,22,14,5,0,3,18,21,12,0,27,7,2,4,1,1,1,0.194690265,"Suk-hyun Han","sa3014319",
2026,"Suk-hyun Han 한석현","Dinos (KBO)",32,56,121,136,34,29,3,0,2,15,17,7,0,23,2,1,5,2,2,1,0.280991735,"Suk-hyun Han","sa3014319",
2023,"Ho-cheol Seo 서호철","Dinos (KBO)",26,114,397,435,113,88,17,3,5,50,41,20,0,51,8,4,6,9,4,5,0.28463476,"Ho-cheol Seo","sa3014321",
2024,"Ho-cheol Seo 서호철","Dinos (KBO)",27,141,512,567,146,114,19,3,10,68,61,30,0,101,16,3,6,15,1,3,0.28515625,"Ho-cheol Seo","sa3014321",
2025,"Ho-cheol Seo 서호철","Dinos (KBO)",28,103,263,292,70,59,7,1,3,25,30,8,0,51,7,4,10,7,7,3,0.266159695,"Ho-cheol Seo","sa3014321",
2026,"Ho-cheol Seo 서호철","Dinos (KBO)",29,45,120,139,27,21,4,0,2,18,14,14,0,28,0,0,5,3,1,0,0.225,"Ho-cheol Seo","sa3014321",
2025,"Seong Ho Cheon 천성호","Twins (KBO)",27,52,106,118,27,21,4,1,1,14,10,7,0,17,1,0,4,1,3,0,0.254716981,"Seong Ho Cheon","sa3014323",
2026,"Seong Ho Cheon 천성호","Twins (KBO)",28,74,199,218,56,40,14,1,1,33,26,14,1,31,3,0,2,7,5,1,0.281407035,"Seong Ho Cheon","sa3014323",
2024,"Seong Ho Cheon 천성호","Wiz (KBO)",26,75,234,255,69,57,8,3,1,41,17,18,0,43,1,1,1,5,7,0,0.294871794,"Seong Ho Cheon","sa3014323",
2025,"Seong Ho Cheon 천성호","Wiz (KBO)",27,31,67,81,14,8,5,1,0,10,7,10,0,12,4,0,0,1,0,1,0.208955223,"Seong Ho Cheon","sa3014323",
2023,"Chan Yeol Yang 양찬열","Bears (KBO)",26,44,88,99,21,17,2,2,0,15,6,9,0,23,1,1,0,1,3,2,0.238636363,"Chan Yeol Yang","sa3014326",
2023,"In Ho Choi 최인호","Eagles (KBO)",23,41,131,148,39,29,5,3,2,23,11,10,0,22,4,1,2,2,1,0,0.297709923,"In Ho Choi","sa3014330",
2024,"In Ho Choi 최인호","Eagles (KBO)",24,82,210,244,60,43,13,2,2,37,22,25,0,31,3,2,4,3,3,0,0.285714285,"In Ho Choi","sa3014330",
2025,"In Ho Choi 최인호","Eagles (KBO)",25,78,139,159,36,25,9,0,2,7,19,13,0,29,5,1,1,5,1,0,0.258992805,"In Ho Choi","sa3014330",
2023,"Jung Hyun Park 박정현","Eagles (KBO)",21,53,105,113,19,11,6,0,2,12,4,3,0,36,2,0,3,2,0,0,0.18095238,"Jung Hyun Park","sa3014331",
2023,"Su-hwan Kim 김수환","Heroes (KBO)",25,50,97,114,21,15,4,0,2,8,15,11,0,36,4,1,1,1,0,0,0.216494845,"Su-hwan Kim","sa3014337",
2026,"Ji Hoon Park 박지훈","Bears (KBO)",25,77,185,217,47,41,4,2,0,28,17,19,0,31,4,0,9,3,5,1,0.254054054,"Ji Hoon Park","sa3014342",
2025,"Myeong Jin Oh 오명진","Bears (KBO)",23,107,331,371,87,65,14,4,4,38,41,27,1,94,3,3,7,3,5,3,0.262839879,"Myeong Jin Oh","sa3014344",
2026,"Myeong Jin Oh 오명진","Bears (KBO)",24,49,106,123,28,18,6,2,2,12,12,14,1,22,0,2,1,3,0,3,0.264150943,"Myeong Jin Oh","sa3014344",
2023,"Jae-won Lee 이재원","Twins (KBO)",23,57,112,129,24,15,5,0,4,15,18,12,2,40,2,3,0,1,4,2,0.214285714,"Jae-won Lee","sa3014346",
2024,"Jong Pyo Hong 홍종표","Tigers (KBO)",24,100,105,115,31,24,4,3,0,27,11,6,0,31,1,0,3,0,5,2,0.295238095,"Jong Pyo Hong","sa3014355",
2025,"Ju Hong Park 박주홍","Heroes (KBO)",24,102,248,283,56,39,11,3,3,33,23,30,0,72,1,2,2,5,11,1,0.225806451,"Ju Hong Park","sa3014359",
2026,"Ju Hong Park 박주홍","Heroes (KBO)",25,45,135,159,32,23,6,1,2,17,7,20,0,43,4,0,0,2,3,0,0.237037037,"Ju Hong Park","sa3014359",
2025,"Min Park 박민","Tigers (KBO)",24,71,94,105,19,13,5,0,1,11,6,5,0,33,3,0,3,1,1,0,0.202127659,"Min Park","sa3014371",
2026,"Min Park 박민","Tigers (KBO)",25,73,160,183,32,24,5,0,3,18,20,14,0,31,2,0,7,6,5,0,0.2,"Min Park","sa3014371",
2025,"Hyo Seung Ryu 류효승","Landers (KBO)",28,27,94,103,27,16,5,0,6,18,16,7,0,28,2,0,0,1,0,1,0.287234042,"Hyo Seung Ryu","sa3014398",
2024,"Si Won Park 박시원","Dinos (KBO)",23,55,141,158,33,25,5,1,2,17,17,14,0,46,0,1,2,2,3,0,0.234042553,"Si Won Park","sa3014404",
2023,"Ho-yeon Lee 이호연","Wiz (KBO)",28,85,212,234,59,50,5,1,3,28,17,16,0,41,4,1,1,6,4,2,0.278301886,"Ho-yeon Lee","sa3014412",
2023,"Ju Hyoung Lee 이주형","Heroes (KBO)",22,51,200,227,66,45,11,4,6,30,34,19,2,48,4,2,2,4,3,1,0.33,"Ju Hyoung Lee","sa3014742",
2024,"Ju Hyoung Lee 이주형","Heroes (KBO)",23,115,473,537,126,91,19,3,13,82,60,49,1,119,14,1,0,4,6,0,0.266384778,"Ju Hyoung Lee","sa3014742",
2025,"Ju Hyoung Lee 이주형","Heroes (KBO)",24,127,446,514,107,73,22,1,11,55,45,37,2,115,28,0,3,7,15,1,0.239910313,"Ju Hyoung Lee","sa3014742",
2026,"Ju Hyoung Lee 이주형","Heroes (KBO)",25,24,94,103,23,11,9,1,2,12,12,5,0,21,3,0,1,0,4,0,0.244680851,"Ju Hyoung Lee","sa3014742",
2025,"Dong Jin Kwon 권동진","Wiz (KBO)",26,123,271,309,61,45,12,3,1,34,25,30,0,91,1,1,6,8,3,1,0.22509225,"Dong Jin Kwon","sa3014744",
2026,"Dong Jin Kwon 권동진","Wiz (KBO)",27,70,127,154,37,23,11,2,1,31,22,21,0,36,2,0,4,2,0,1,0.291338582,"Dong Jin Kwon","sa3014744",
2025,"Jae Seok An 안재석","Bears (KBO)",23,35,135,147,43,22,16,1,4,25,20,11,1,27,0,0,1,3,2,1,0.318518518,"Jae Seok An","sa3014749",
2026,"Jae Seok An 안재석","Bears (KBO)",24,55,195,216,50,32,12,2,4,24,27,16,0,39,3,2,0,3,4,0,0.256410256,"Jae Seok An","sa3014749",
2024,"Jae Young Jang 장재영","Heroes (KBO)",22,38,119,139,20,13,3,0,4,14,13,17,0,64,3,0,0,2,0,0,0.168067226,"Jae Young Jang","sa3014751",
2024,"Myeong Jun Ko 고명준","Landers (KBO)",21,106,340,366,85,61,13,0,11,33,45,25,0,90,1,0,0,4,3,4,0.25,"Myeong Jun Ko","sa3014774",
2025,"Myeong Jun Ko 고명준","Landers (KBO)",22,130,471,500,131,93,20,1,17,46,64,20,1,99,2,7,0,12,2,0,0.278131634,"Myeong Jun Ko","sa3014774",
2026,"Myeong Jun Ko 고명준","Landers (KBO)",23,37,139,150,39,24,7,0,8,15,18,10,0,33,0,1,0,3,1,0,0.280575539,"Myeong Jun Ko","sa3014774",
2025,"Doo-sung Chang 장두성","Giants (KBO)",25,118,248,284,65,59,3,3,0,51,25,24,0,64,3,2,7,2,17,5,0.262096774,"Doo-sung Chang","sa3014778",
2026,"Doo-sung Chang 장두성","Giants (KBO)",26,64,153,165,41,36,4,1,0,21,15,7,0,37,2,1,2,0,15,0,0.267973856,"Doo-sung Chang","sa3014778",
2023,"Bo-gyeong Moon 문보경","Twins (KBO)",22,130,465,538,140,96,29,5,10,77,72,58,2,82,2,4,9,5,9,8,0.301075268,"Bo-gyeong Moon","sa3015048",
2024,"Bo-gyeong Moon 문보경","Twins (KBO)",23,144,519,602,156,96,35,3,22,80,101,65,3,112,2,13,3,14,7,6,0.300578034,"Bo-gyeong Moon","sa3015048",
2025,"Bo-gyeong Moon 문보경","Twins (KBO)",24,141,515,607,142,96,21,1,24,91,108,79,3,108,4,9,0,15,3,1,0.275728155,"Bo-gyeong Moon","sa3015048",
2026,"Bo-gyeong Moon 문보경","Twins (KBO)",25,59,201,246,51,38,6,0,7,24,39,39,3,46,1,5,0,7,0,0,0.253731343,"Bo-gyeong Moon","sa3015048",
2024,"Seung Yeup Na 나승엽","Giants (KBO)",22,121,407,489,127,81,35,4,7,59,66,69,1,83,4,7,2,4,1,0,0.312039312,"Seung Yeup Na","sa3015054",
2025,"Seung Yeup Na 나승엽","Giants (KBO)",23,105,328,392,75,52,12,2,9,40,44,55,2,65,5,1,3,10,0,0,0.228658536,"Seung Yeup Na","sa3015054",
2026,"Seung Yeup Na 나승엽","Giants (KBO)",24,48,167,188,38,26,7,0,5,18,27,18,0,31,0,3,0,5,1,0,0.22754491,"Seung Yeup Na","sa3015054",
2023,"Whee Jip Kim 김휘집","Heroes (KBO)",21,110,369,435,92,62,22,0,8,46,51,48,0,97,5,7,6,8,0,0,0.249322493,"Whee Jip Kim","sa3015123",
2024,"Whee Jip Kim 김휘집","Heroes (KBO)",22,51,174,196,40,25,9,1,5,24,25,15,1,49,3,2,2,9,0,0,0.229885057,"Whee Jip Kim","sa3015123",
2024,"Whee Jip Kim 김휘집","Dinos (KBO)",22,89,314,366,86,60,15,0,11,54,48,37,0,70,7,6,2,7,4,3,0.27388535,"Whee Jip Kim","sa3015123",
2025,"Whee Jip Kim 김휘집","Dinos (KBO)",23,142,429,500,107,70,18,2,17,64,56,40,0,89,27,2,2,9,10,2,0.249417249,"Whee Jip Kim","sa3015123",
2026,"Whee Jip Kim 김휘집","Dinos (KBO)",24,28,93,111,22,14,4,0,4,15,20,10,0,18,7,0,1,1,1,2,0.236559139,"Whee Jip Kim","sa3015123",
2023,"Ju Won Kim 김주원","Dinos (KBO)",20,127,403,474,94,73,9,2,10,56,54,44,1,106,15,4,8,6,15,3,0.23325062,"Ju Won Kim","sa3015141",
2024,"Ju Won Kim 김주원","Dinos (KBO)",21,134,385,475,97,68,18,2,9,61,49,51,1,111,25,5,9,5,16,6,0.251948051,"Ju Won Kim","sa3015141",
2025,"Ju Won Kim 김주원","Dinos (KBO)",22,144,539,624,156,107,26,8,15,98,65,63,1,111,16,2,4,8,44,11,0.28942486,"Ju Won Kim","sa3015141",
2026,"Ju Won Kim 김주원","Dinos (KBO)",23,81,320,366,98,70,15,0,13,55,40,29,2,49,13,3,1,1,20,4,0.30625,"Ju Won Kim","sa3015141",
2023,"Seoung Bin Son 손성빈","Giants (KBO)",21,45,76,80,20,16,3,0,1,13,15,2,0,10,0,0,2,3,0,0,0.263157894,"Seoung Bin Son","sa3017864",
2024,"Seoung Bin Son 손성빈","Giants (KBO)",22,86,152,171,30,16,6,2,6,24,21,13,0,38,3,2,1,3,0,0,0.197368421,"Seoung Bin Son","sa3017864",
2026,"Seoung Bin Son 손성빈","Giants (KBO)",24,79,186,210,44,31,11,0,2,21,17,15,0,37,3,1,5,2,0,0,0.236559139,"Seoung Bin Son","sa3017864",
2023,"Hyeon Joon Kim 김현준","Lions (KBO)",20,109,433,479,119,100,10,6,3,62,46,30,0,84,5,3,8,5,5,5,0.274826789,"Hyeon Joon Kim","sa3017998",
2024,"Hyeon Joon Kim 김현준","Lions (KBO)",21,79,183,205,41,30,10,1,0,23,11,11,0,49,4,3,4,4,2,0,0.224043715,"Hyeon Joon Kim","sa3017998",
2023,"Han Byul Kim 김한별","Dinos (KBO)",22,79,97,105,21,20,0,1,0,8,4,4,0,23,2,0,2,6,0,3,0.216494845,"Han Byul Kim","sa3018055",
2026,"Han Byul Kim 김한별","Dinos (KBO)",25,50,88,109,22,16,6,0,0,22,7,14,0,19,5,0,2,5,1,0,0.25,"Han Byul Kim","sa3018055",
2023,"Jae Hyeon Lee 이재현","Lions (KBO)",20,143,458,538,114,81,19,2,12,61,60,52,0,89,6,6,16,9,5,3,0.248908296,"Jae Hyeon Lee","sa3018058",
2024,"Jae Hyeon Lee 이재현","Lions (KBO)",21,109,389,458,101,68,18,1,14,71,66,58,1,83,8,3,0,8,2,1,0.259640102,"Jae Hyeon Lee","sa3018058",
2025,"Jae Hyeon Lee 이재현","Lions (KBO)",22,139,457,555,116,70,29,1,16,82,67,69,1,119,11,8,10,8,6,1,0.253829321,"Jae Hyeon Lee","sa3018058",
2026,"Jae Hyeon Lee 이재현","Lions (KBO)",23,38,111,135,27,16,3,0,8,23,21,18,0,17,2,2,2,1,0,0,0.243243243,"Jae Hyeon Lee","sa3018058",
2023,"Do Yeong Kim 김도영","Tigers (KBO)",19,84,340,385,103,71,20,5,7,72,47,38,1,62,1,4,2,14,25,4,0.302941176,"Do Yeong Kim","sa3018059",
2024,"Do Yeong Kim 김도영","Tigers (KBO)",20,141,544,625,189,112,29,10,38,143,109,66,7,110,7,7,1,10,40,4,0.34742647,"Do Yeong Kim","sa3018059",
2025,"Do Yeong Kim 김도영","Tigers (KBO)",21,30,110,122,34,18,9,0,7,20,27,10,1,23,0,2,0,3,3,0,0.309090909,"Do Yeong Kim","sa3018059",
2026,"Do Yeong Kim 김도영","Tigers (KBO)",22,86,315,371,94,49,17,1,27,69,74,47,7,61,5,4,0,7,5,0,0.298412698,"Do Yeong Kim","sa3018059",
2023,"Chan Hyeok Park 박찬혁","Heroes (KBO)",20,48,154,167,31,23,7,0,1,13,8,10,0,41,3,0,0,1,0,0,0.201298701,"Chan Hyeok Park","sa3018071",
2026,"Chan Hyeok Park 박찬혁","Heroes (KBO)",23,45,132,148,34,26,5,0,3,11,13,9,0,40,3,1,3,4,0,0,0.257575757,"Chan Hyeok Park","sa3018071",
2025,"Chan-ui Song 송찬의","Twins (KBO)",26,66,147,166,31,18,9,1,3,18,20,9,0,49,8,1,1,4,2,2,0.210884353,"Chan-ui Song","sa3018197",
2026,"Chan-ui Song 송찬의","Twins (KBO)",27,63,188,219,56,28,19,1,8,39,33,21,0,53,10,0,0,7,1,0,0.29787234,"Chan-ui Song","sa3018197",
2024,"Jeong-bin Yoon 윤정빈","Lions (KBO)",25,69,161,188,46,34,4,1,7,26,20,22,0,47,3,2,0,1,1,3,0.285714285,"Jeong-bin Yoon","sa3018198",
2026,"In Seo Heo 허인서","Eagles (KBO)",22,73,212,244,62,43,7,0,12,39,45,21,2,73,6,2,3,1,0,1,0.29245283,"In Seo Heo","sa3018204",
2023,"Seong Bin Hwang 황성빈","Giants (KBO)",25,74,171,191,37,30,5,2,0,22,8,12,0,27,1,0,7,1,9,5,0.216374269,"Seong Bin Hwang","sa3018222",
2024,"Seong Bin Hwang 황성빈","Giants (KBO)",26,125,366,406,117,90,15,8,4,94,26,31,0,56,2,1,6,3,51,10,0.319672131,"Seong Bin Hwang","sa3018222",
2025,"Seong Bin Hwang 황성빈","Giants (KBO)",27,79,246,273,63,54,4,4,1,43,22,18,0,46,4,2,3,3,25,4,0.25609756,"Seong Bin Hwang","sa3018222",
2026,"Seong Bin Hwang 황성빈","Giants (KBO)",28,66,239,263,69,57,6,6,0,38,20,17,0,42,1,2,4,1,32,6,0.288702928,"Seong Bin Hwang","sa3018222",
2023,"Si Ang Kim 김시앙","Heroes (KBO)",21,33,76,82,17,16,1,0,0,6,7,3,0,18,3,0,0,4,0,0,0.22368421,"Si Ang Kim","sa3018223",
2023,"Dong Jin Kim 김동진","Lions (KBO)",26,44,122,137,32,25,7,0,0,14,8,9,0,26,1,2,3,4,3,0,0.262295081,"Dong Jin Kim","sa3018224",
2025,"Tae Yang Han 한태양","Giants (KBO)",21,108,230,267,63,45,14,2,2,42,22,32,0,69,2,0,3,3,3,2,0.273913043,"Tae Yang Han","sa3018255",
2026,"Tae Yang Han 한태양","Giants (KBO)",22,38,105,119,28,22,5,1,0,21,5,12,0,25,1,0,1,0,9,0,0.266666666,"Tae Yang Han","sa3018255",
2023,"Dong Hee Yoon 윤동희","Giants (KBO)",19,107,387,423,111,90,18,1,2,45,41,28,0,69,1,5,2,10,3,6,0.286821705,"Dong Hee Yoon","sa3018265",
2024,"Dong Hee Yoon 윤동희","Giants (KBO)",20,141,532,613,156,103,35,4,14,97,85,67,1,114,7,5,2,10,7,8,0.293233082,"Dong Hee Yoon","sa3018265",
2025,"Dong Hee Yoon 윤동희","Giants (KBO)",21,97,330,399,93,62,21,1,9,54,53,49,2,65,11,6,3,12,4,2,0.281818181,"Dong Hee Yoon","sa3018265",
2026,"Dong Hee Yoon 윤동희","Giants (KBO)",22,47,160,184,37,23,10,0,4,19,12,21,2,47,3,0,0,3,0,1,0.23125,"Dong Hee Yoon","sa3018265",
2023,"Ui San Jeon 전의산","Landers (KBO)",22,56,134,153,27,17,6,0,4,11,21,15,0,40,3,1,0,1,0,2,0.201492537,"Ui San Jeon","sa3019044",
2026,"Ui San Jeon 전의산","Landers (KBO)",25,30,96,106,26,16,6,0,4,7,16,9,0,32,0,1,0,2,1,0,0.270833333,"Ui San Jeon","sa3019044",
2023,"Hyeong Woo Cho 조형우","Landers (KBO)",21,62,119,133,22,15,4,1,2,9,12,8,0,25,1,1,4,2,0,0,0.184873949,"Hyeong Woo Cho","sa3019473",
2025,"Hyeong Woo Cho 조형우","Landers (KBO)",23,102,269,294,64,52,8,0,4,23,29,19,0,64,3,2,1,5,0,0,0.237918215,"Hyeong Woo Cho","sa3019473",
2026,"Hyeong Woo Cho 조형우","Landers (KBO)",24,61,188,211,42,28,11,0,3,22,20,12,0,40,3,3,5,5,0,0,0.223404255,"Hyeong Woo Cho","sa3019473",
2023,"Jae-hwan Chun 천재환","Dinos (KBO)",29,78,163,179,39,29,7,1,2,12,17,8,0,44,4,2,2,5,2,3,0.239263803,"Jae-hwan Chun","sa3019748",
2024,"Jae-hwan Chun 천재환","Dinos (KBO)",30,89,215,236,61,46,9,1,5,31,33,13,0,52,4,1,3,7,8,2,0.28372093,"Jae-hwan Chun","sa3019748",
2025,"Jae-hwan Chun 천재환","Dinos (KBO)",31,129,261,294,62,43,10,3,6,47,31,17,0,58,5,5,6,3,15,5,0.237547892,"Jae-hwan Chun","sa3019748",
2026,"Jae-hwan Chun 천재환","Dinos (KBO)",32,52,116,132,33,22,7,1,3,24,17,8,0,25,3,2,3,0,2,4,0.284482758,"Jae-hwan Chun","sa3019748",
2025,"Dae-hyeon Cho 조대현","Wiz (KBO)",25,64,75,90,14,10,4,0,0,7,11,7,0,22,2,0,6,0,0,0,0.186666666,"Dae-hyeon Cho","sa3019749",
2024,"Byung-heon Lee 이병헌","Lions (KBO)",24,95,145,166,36,31,4,0,1,9,9,17,0,48,2,0,2,0,0,0,0.248275862,"Byung-heon Lee","sa3020656",
2023,"Young Woong Kim 김영웅","Lions (KBO)",19,55,91,103,17,9,6,0,2,11,12,8,0,28,0,1,3,2,1,0,0.186813186,"Young Woong Kim","sa3020665",
2024,"Young Woong Kim 김영웅","Lions (KBO)",20,126,456,509,115,68,16,3,28,65,79,45,0,155,3,4,1,2,9,2,0.252192982,"Young Woong Kim","sa3020665",
2025,"Young Woong Kim 김영웅","Lions (KBO)",21,125,446,499,111,65,22,2,22,66,72,48,3,143,2,3,0,6,6,2,0.248878923,"Young Woong Kim","sa3020665",
2026,"Hyun In Ryu 류현인","Wiz (KBO)",25,44,116,128,32,23,9,0,0,18,6,11,0,24,1,0,0,1,1,1,0.275862068,"Hyun In Ryu","sa3020689",
2025,"Min Suk Kim 김민석","Bears (KBO)",21,95,228,247,52,41,7,3,1,21,21,12,1,62,2,3,2,3,3,2,0.228070175,"Min Suk Kim","sa3020694",
2026,"Min Suk Kim 김민석","Bears (KBO)",22,79,255,290,78,58,14,2,4,37,32,31,0,51,2,1,1,1,2,0,0.305882352,"Min Suk Kim","sa3020694",
2023,"Min Suk Kim 김민석","Giants (KBO)",19,129,400,454,102,75,24,0,3,53,39,31,1,112,6,5,12,6,16,3,0.255,"Min Suk Kim","sa3020694",
2024,"Min Suk Kim 김민석","Giants (KBO)",20,41,76,83,16,12,3,1,0,14,6,2,0,20,4,0,1,4,3,1,0.210526315,"Min Suk Kim","sa3020694",
2023,"Brian O`grady 오그레디","Eagles (KBO)",31,22,80,86,10,7,3,0,0,3,8,5,0,40,0,1,0,0,1,0,0.125,"Brian O`grady","sa3020697",
2023,"Hyun Bin Moon 문현빈","Eagles (KBO)",19,137,428,481,114,85,22,2,5,47,49,33,2,84,6,5,9,7,5,1,0.26635514,"Hyun Bin Moon","sa3020698",
2024,"Hyun Bin Moon 문현빈","Eagles (KBO)",20,103,260,289,72,49,16,2,5,29,47,24,1,53,2,2,1,9,3,5,0.276923076,"Hyun Bin Moon","sa3020698",
2025,"Hyun Bin Moon 문현빈","Eagles (KBO)",21,141,528,592,169,125,30,2,12,71,80,38,2,82,10,11,5,10,17,6,0.320075757,"Hyun Bin Moon","sa3020698",
2026,"Hyun Bin Moon 문현빈","Eagles (KBO)",22,80,319,367,92,57,22,4,9,52,50,40,0,45,4,3,1,13,6,1,0.288401253,"Hyun Bin Moon","sa3020698",
2025,"Sung-won Choo 주성원","Heroes (KBO)",24,58,156,174,39,32,6,0,1,21,12,13,0,45,4,1,0,2,4,0,0.25,"Sung-won Choo","sa3020897",
2024,"Gun Hee Kim 김건희","Heroes (KBO)",19,83,261,283,67,43,15,0,9,27,38,18,0,82,0,4,0,7,0,0,0.25670498,"Gun Hee Kim","sa3020912",
2025,"Gun Hee Kim 김건희","Heroes (KBO)",20,105,322,344,78,53,20,2,3,24,25,13,0,102,0,2,7,10,2,1,0.242236024,"Gun Hee Kim","sa3020912",
2026,"Gun Hee Kim 김건희","Heroes (KBO)",21,80,236,267,61,43,12,0,6,18,34,25,1,74,1,3,2,3,0,0,0.258474576,"Gun Hee Kim","sa3020912",
2023,"Dong Heon Kim 김동헌","Heroes (KBO)",18,102,211,242,51,43,4,2,2,22,17,17,0,55,8,3,3,7,0,0,0.241706161,"Dong Heon Kim","sa3020913",
2025,"Dong Heon Kim 김동헌","Heroes (KBO)",20,49,82,91,22,19,3,0,0,8,8,7,0,23,1,1,0,0,0,0,0.268292682,"Dong Heon Kim","sa3020913",
2024,"Jae Sang Kim 김재상","Lions (KBO)",19,35,84,91,20,14,4,0,2,13,12,5,0,23,0,1,1,0,4,0,0.238095238,"Jae Sang Kim","sa3020914",
2024,"Soo Jong Park 박수종","Heroes (KBO)",25,80,129,148,33,27,5,1,0,23,6,13,0,17,2,0,4,4,3,0,0.255813953,"Soo Jong Park","sa3023318",
2025,"Dong Hyeok Kim 김동혁","Giants (KBO)",24,93,89,114,20,15,4,1,0,19,6,18,0,26,3,0,4,3,13,4,0.224719101,"Dong Hyeok Kim","sa3023320",
2025,"Do Hyun Yoon 윤도현","Tigers (KBO)",22,40,149,160,41,26,7,2,6,24,17,8,0,36,1,0,2,1,2,1,0.275167785,"Do Hyun Yoon","sa3023322",
2024,"Beom Seok Kim 김범석","Twins (KBO)",20,70,162,180,39,29,4,0,6,14,24,14,2,49,2,2,0,4,0,0,0.24074074,"Beom Seok Kim","sa3023328",
2024,"Jae Sang Lee 이재상","Heroes (KBO)",19,36,84,89,16,14,1,0,1,7,5,2,0,33,2,0,1,0,0,0,0.19047619,"Jae Sang Lee","sa3023384",
2024,"Young Woo Ko 고영우","Heroes (KBO)",23,94,254,290,65,51,12,2,0,21,35,28,0,71,1,3,4,5,0,0,0.255905511,"Young Woo Ko","sa3023385",
2024,"Ji Hwan Park 박지환","Landers (KBO)",18,76,228,249,63,48,9,2,4,33,21,12,0,61,3,3,3,3,8,3,0.276315789,"Ji Hwan Park","sa3023390",
2024,"Young Mook Hwang 황영묵","Eagles (KBO)",24,123,349,389,105,90,8,4,3,52,35,31,0,56,5,1,3,6,4,7,0.300859598,"Young Mook Hwang","sa3023498",
2025,"Young Mook Hwang 황영묵","Eagles (KBO)",25,117,260,286,71,52,17,1,1,40,22,20,0,37,2,1,2,4,1,3,0.273076923,"Young Mook Hwang","sa3023498",
2026,"Young Mook Hwang 황영묵","Eagles (KBO)",26,47,80,97,19,13,5,1,0,10,16,12,0,17,2,0,3,3,2,1,0.2375,"Young Mook Hwang","sa3023498",
2025,"Ji Hoo Song 송지후","Heroes (KBO)",20,33,80,86,14,10,3,0,1,5,8,3,0,18,2,1,0,3,0,1,0.175,"Ji Hoo Song","sa3023539",
